Time,Indoor Temperature(℃),Indoor Humidity(%),Outdoor Temperature(℃),Outdoor Humidity(%),Dew Point(℃),Feels Like(℃),Wind(m/s),Gust(m/s),Wind Direction(°),ABS Pressure(hpa),REL Pressure(hpa),Solar Rad.(w/m2),UVI,Hourly Rain(mm),Event Rain(mm),Daily Rain(mm),Weekly Rain(mm),Monthly Rain(mm),Yearly Rain(mm)
2024/5/12 0:30,27.5,87,27.0,90,25.2,30.7,3.9,4.3,68,1012.9,1012.9,0.0,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 0:35,27.4,88,27.1,91,25.3,31.2,4.0,4.6,61,1012.8,1012.8,0.0,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 0:40,27.5,87,27.1,90,25.3,31.1,4.1,4.8,66,1012.9,1012.9,0.0,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 0:45,27.4,87,27.1,89,25.3,30.9,3.5,4.2,69,1012.6,1012.6,0.0,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 0:50,27.4,88,27.2,89,25.4,31.2,4.3,4.6,65,1012.6,1012.6,0.0,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 0:55,27.4,87,27.2,91,25.6,31.5,3.5,4.1,69,1012.6,1012.6,0.0,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 1:00,27.4,88,27.2,89,25.6,31.2,4.5,4.6,60,1012.4,1012.4,0.0,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 1:05,27.4,88,27.2,90,25.2,31.4,4.2,4.6,67,1012.2,1012.2,0.0,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 1:10,27.4,87,27.2,90,25.4,31.4,4.3,4.8,64,1012.0,1012.0,0.0,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 1:15,27.4,87,27.2,89,25.0,31.2,3.4,4.4,67,1012.1,1012.1,0.0,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 1:20,27.4,87,27.2,90,25.4,31.4,4.1,4.6,67,1012.0,1012.0,0.0,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 1:25,27.4,87,27.2,88,25.4,31.1,4.1,4.7,69,1011.9,1011.9,0.0,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 1:30,27.2,87,27.2,88,25.2,31.1,3.2,4.3,64,1011.8,1011.8,0.0,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 1:35,27.1,87,27.1,89,24.9,30.9,4.0,4.5,70,1011.8,1011.8,0.0,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 1:40,27.1,88,27.1,88,24.9,30.8,2.5,3.4,53,1011.7,1011.7,0.0,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 1:45,27.0,88,27.1,88,24.9,30.8,2.7,3.0,55,1011.8,1011.8,0.0,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 1:50,27.0,88,27.1,89,24.9,30.9,2.7,3.0,71,1011.6,1011.6,0.0,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 1:55,27.0,88,27.1,89,25.1,30.9,3.7,4.7,72,1011.8,1011.8,0.0,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 2:00,27.2,87,27.1,87,24.9,30.7,4.2,4.5,65,1011.5,1011.5,0.0,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 2:05,27.3,87,27.1,88,25.1,30.8,3.7,4.2,67,1011.6,1011.6,0.0,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 2:10,27.3,86,27.0,91,25.0,30.8,3.3,4.0,74,1011.3,1011.3,0.0,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 2:15,27.4,87,27.1,89,24.9,30.9,3.4,3.8,74,1011.4,1011.4,0.0,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 2:20,27.4,87,27.1,87,24.9,30.7,3.2,3.7,78,1011.2,1011.2,0.0,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 2:25,27.3,88,27.1,89,25.3,30.9,3.0,3.4,76,1011.1,1011.1,0.0,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 2:30,26.9,88,27.1,89,25.1,30.9,3.1,3.4,62,1011.1,1011.1,0.0,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 2:35,26.8,89,27.1,91,25.3,31.2,2.4,3.1,66,1011.0,1011.0,0.0,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 2:40,26.8,89,27.1,89,25.1,30.9,2.5,2.6,74,1011.0,1011.0,0.0,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 2:45,26.8,89,27.1,91,25.3,31.2,1.1,2.5,81,1011.1,1011.1,0.0,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 2:50,26.9,89,27.1,89,24.9,30.9,2.9,2.9,66,1011.0,1011.0,0.0,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 2:55,27.1,89,27.2,90,25.2,31.4,3.2,3.3,66,1011.0,1011.0,0.0,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 3:00,27.2,88,27.1,90,25.3,31.1,2.9,3.2,73,1011.0,1011.0,0.0,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 3:05,27.1,88,27.1,89,25.1,30.9,3.0,3.1,69,1011.0,1011.0,0.0,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 3:10,27.1,88,27.1,90,25.3,31.1,3.8,4.3,69,1010.9,1010.9,0.0,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 3:15,27.3,88,27.1,90,25.3,31.1,3.0,3.6,68,1010.8,1010.8,0.0,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 3:20,27.3,88,27.1,89,25.1,30.9,3.2,3.6,67,1010.9,1010.9,0.0,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 3:25,27.4,88,27.1,89,25.1,30.9,2.9,3.5,58,1010.7,1010.7,0.0,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 3:30,27.3,88,27.1,90,25.4,31.1,3.4,3.8,65,1010.7,1010.7,0.0,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 3:35,27.1,89,27.1,90,25.3,31.1,2.5,2.8,68,1010.6,1010.6,0.0,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 3:40,27.2,89,27.0,89,25.1,30.6,3.0,4.0,72,1010.6,1010.6,0.0,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 3:45,27.2,88,27.1,90,25.3,31.1,2.0,2.5,66,1010.5,1010.5,0.0,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 3:50,27.1,89,27.1,90,25.3,31.1,1.9,2.2,74,1010.8,1010.8,0.0,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 3:55,26.9,90,27.1,90,25.3,31.1,1.5,1.9,67,1010.7,1010.7,0.0,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 4:00,26.8,90,27.1,90,25.3,31.1,2.1,2.4,71,1011.0,1011.0,0.0,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 4:05,26.9,90,27.1,91,25.5,31.2,2.6,2.8,72,1011.0,1011.0,0.0,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 4:10,26.9,90,27.2,90,25.6,31.4,2.4,2.7,62,1011.0,1011.0,0.0,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 4:15,27.1,89,27.2,91,25.6,31.5,3.0,3.1,69,1011.0,1011.0,0.0,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 4:20,27.3,89,27.2,90,25.4,31.4,2.9,3.2,73,1011.1,1011.1,0.0,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 4:25,27.1,89,27.2,90,25.8,31.4,2.1,2.3,68,1011.0,1011.0,0.0,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 4:30,27.0,90,27.2,90,25.4,31.4,2.8,2.9,64,1011.0,1011.0,0.0,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 4:35,27.1,90,27.2,91,25.4,31.5,2.3,2.8,72,1011.2,1011.2,0.0,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 4:40,27.2,89,27.2,91,25.6,31.5,2.7,2.9,66,1011.2,1011.2,0.0,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 4:45,27.4,88,27.3,91,25.5,31.7,2.9,3.2,69,1011.4,1011.4,0.0,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 4:50,27.5,89,27.3,90,25.7,31.6,3.1,3.8,77,1011.3,1011.3,0.0,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 4:55,27.5,88,27.3,92,25.9,31.8,2.8,3.0,71,1011.4,1011.4,0.0,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 5:00,27.5,89,27.2,90,25.4,31.4,2.4,3.4,64,1011.5,1011.5,0.0,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 5:05,27.3,89,27.2,91,25.4,31.5,2.8,3.2,73,1011.5,1011.5,0.0,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 5:10,27.3,89,27.3,91,25.7,31.7,2.5,3.2,69,1011.5,1011.5,0.0,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 5:15,27.3,89,27.3,91,25.7,31.7,2.9,2.9,70,1011.5,1011.5,0.0,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 5:20,27.1,90,27.3,90,25.5,31.6,2.1,2.4,76,1011.6,1011.6,0.0,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 5:25,27.3,90,27.4,91,25.8,32.0,3.3,3.4,73,1011.6,1011.6,0.0,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 5:30,27.6,89,27.4,91,25.8,32.0,3.3,3.5,67,1011.5,1011.5,0.0,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 5:35,27.6,89,27.3,91,25.9,31.7,3.7,3.8,69,1011.5,1011.5,0.0,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 5:40,27.5,88,27.3,90,25.5,31.6,2.9,3.1,67,1011.5,1011.5,0.0,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 5:45,27.6,89,27.4,91,25.8,32.0,3.1,3.4,69,1011.5,1011.5,0.0,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 5:50,27.4,89,27.4,90,25.4,31.8,2.6,3.5,71,1011.6,1011.6,0.0,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 5:55,27.5,89,27.4,90,25.6,31.8,3.0,3.3,69,1011.5,1011.5,0.0,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 6:00,27.6,89,27.5,90,25.9,32.2,2.6,2.7,71,1011.3,1011.3,0.1,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 6:05,27.4,89,27.5,91,25.9,32.3,2.6,2.6,61,1011.3,1011.3,0.4,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 6:10,27.3,90,27.5,90,25.9,32.2,2.6,2.7,72,1011.5,1011.5,0.9,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 6:15,27.2,90,27.5,91,25.7,32.3,2.1,2.6,68,1011.5,1011.5,2.2,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 6:20,27.1,90,27.6,91,26.0,32.7,2.6,2.6,80,1011.8,1011.8,3.7,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 6:25,27.4,90,27.6,91,25.8,32.7,2.4,2.7,76,1011.4,1011.4,5.6,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 6:30,27.7,89,27.6,91,26.0,32.7,2.2,2.3,66,1011.5,1011.5,7.5,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 6:35,27.8,89,27.8,89,25.8,32.9,2.3,3.0,75,1011.7,1011.7,13.5,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 6:40,27.6,90,27.7,90,25.9,32.9,1.7,2.1,70,1011.6,1011.6,16.8,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 6:45,27.7,89,27.7,91,25.9,33.0,1.9,2.0,66,1011.7,1011.7,21.5,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 6:50,27.8,89,27.8,90,26.0,33.1,2.0,2.7,70,1011.8,1011.8,27.1,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 6:55,28.2,88,27.8,90,26.0,33.1,2.7,2.9,68,1011.8,1011.8,28.7,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 7:00,28.2,88,27.7,91,26.3,33.0,2.8,2.8,70,1011.9,1011.9,27.4,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 7:05,28.3,88,27.6,90,25.8,32.5,2.0,2.2,71,1012.0,1012.0,27.2,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 7:10,28.1,88,27.7,91,26.1,33.0,0.6,1.0,30,1012.0,1012.0,29.5,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 7:15,28.0,88,27.8,90,26.0,33.1,0.7,1.4,65,1012.2,1012.2,46.4,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 7:20,28.5,87,28.2,88,26.0,34.1,2.1,2.2,78,1012.2,1012.2,69.5,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 7:25,28.5,88,28.1,89,26.1,33.9,1.9,1.9,66,1012.3,1012.3,54.2,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 7:30,28.5,87,28.0,89,26.0,33.6,1.3,1.7,79,1012.3,1012.3,25.4,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 7:35,28.5,87,28.0,90,26.2,33.7,2.2,2.9,73,1012.4,1012.4,21.9,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 7:40,28.5,87,27.9,90,26.1,33.4,2.3,2.6,63,1012.6,1012.6,20.9,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 7:45,28.6,87,28.0,89,26.0,33.6,0.0,0.8,50,1012.7,1012.7,23.6,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 7:50,29.0,85,28.0,89,25.8,33.6,0.7,0.7,98,1013.0,1013.0,24.4,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 7:55,29.1,85,28.1,88,25.9,33.7,1.0,1.0,95,1013.0,1013.0,30.9,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 8:00,29.0,86,28.2,88,26.0,34.1,1.3,1.3,126,1012.9,1012.9,45.9,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 8:05,29.0,84,28.3,86,25.6,33.8,0.8,1.3,216,1013.1,1013.1,52.4,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 8:10,29.2,83,28.4,87,25.9,34.4,0.0,0.0,224,1013.0,1013.0,69.9,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 8:15,29.2,83,28.6,85,25.8,34.7,0.6,0.7,168,1013.1,1013.1,133.9,1,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 8:20,29.7,82,29.0,84,26.1,35.6,1.0,1.2,358,1013.0,1013.0,157.7,1,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 8:25,30.2,80,29.0,87,26.6,36.3,0.0,0.0,230,1012.9,1012.9,113.5,1,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 8:30,30.5,79,29.1,83,25.7,35.7,1.0,1.1,240,1013.1,1013.1,117.6,1,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 8:35,30.7,78,29.2,82,25.7,35.8,0.7,0.8,287,1013.2,1013.2,126.4,1,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 8:40,30.7,78,29.3,82,25.8,36.0,1.0,1.6,203,1013.2,1013.2,123.7,1,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 8:45,30.7,77,29.3,81,25.5,35.7,1.3,1.7,232,1013.1,1013.1,116.4,1,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 8:50,30.4,79,29.2,82,25.8,35.8,0.7,0.8,223,1013.3,1013.3,97.2,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 8:55,30.5,79,29.4,83,26.0,36.6,1.2,1.4,106,1013.2,1013.2,86.8,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 9:00,30.6,78,29.4,83,26.2,36.6,1.5,1.6,225,1013.2,1013.2,130.1,1,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 9:05,30.6,79,29.0,83,25.8,35.4,1.1,1.5,228,1013.4,1013.4,123.5,1,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 9:10,30.4,79,29.0,84,26.1,35.6,2.4,2.4,237,1013.3,1013.3,62.5,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 9:15,30.3,80,28.9,85,26.1,35.5,1.9,1.9,243,1013.5,1013.5,90.5,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 9:20,29.9,81,28.9,85,26.1,35.5,1.0,1.4,221,1013.4,1013.4,85.0,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 9:25,29.6,81,28.8,84,25.9,34.9,0.6,0.8,191,1013.4,1013.4,99.5,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 9:30,29.7,81,28.7,84,25.9,34.8,0.7,1.5,190,1013.4,1013.4,65.5,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 9:35,29.3,82,28.6,83,25.4,34.3,0.6,1.2,30,1013.3,1013.3,81.7,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 9:40,29.6,83,28.9,82,25.8,34.8,1.4,1.8,237,1013.4,1013.4,90.4,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 9:45,29.7,80,28.8,82,25.4,34.6,2.2,2.2,238,1013.4,1013.4,115.3,1,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 9:50,30.1,80,28.8,82,25.4,34.6,1.8,1.8,227,1013.3,1013.3,176.6,1,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 9:55,30.2,79,28.9,81,25.5,34.7,1.4,1.9,251,1013.4,1013.4,119.8,1,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 10:00,30.5,79,28.9,83,26.0,35.1,1.6,2.2,224,1013.3,1013.3,73.0,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 10:05,30.3,79,29.1,82,25.7,35.5,1.2,1.2,243,1013.3,1013.3,91.1,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 10:10,30.4,79,29.5,81,25.9,36.4,1.0,1.1,232,1013.4,1013.4,104.1,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 10:15,30.4,77,29.1,81,25.5,35.3,0.7,1.0,253,1013.2,1013.2,144.7,1,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 10:20,30.6,78,29.2,82,25.6,35.8,1.5,1.5,237,1013.2,1013.2,68.5,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 10:25,30.9,77,29.1,81,25.3,35.3,1.7,3.1,223,1013.1,1013.1,125.7,1,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 10:30,30.9,77,29.3,81,25.7,35.7,2.2,2.3,228,1013.0,1013.0,64.6,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 10:35,31.0,77,29.3,81,25.7,35.7,0.9,1.5,237,1013.2,1013.2,93.6,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 10:40,31.0,77,29.4,80,25.6,35.8,1.1,1.2,236,1013.0,1013.0,129.0,1,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 10:45,31.4,76,29.4,79,25.4,35.6,1.7,2.4,242,1013.1,1013.1,105.2,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 10:50,31.4,73,29.4,80,25.4,35.8,1.6,2.1,235,1012.8,1012.8,103.5,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 10:55,31.3,75,29.4,80,25.6,35.8,1.5,1.8,238,1012.9,1012.9,71.1,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 11:00,31.2,75,29.6,80,25.8,36.5,0.0,0.6,184,1013.0,1013.0,178.3,1,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 11:05,31.4,74,29.5,79,25.6,35.9,1.3,2.3,239,1012.9,1012.9,376.4,3,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 11:10,31.4,74,29.6,79,25.6,36.2,0.8,1.6,205,1012.9,1012.9,267.8,2,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 11:15,31.3,76,29.3,81,25.7,35.7,1.3,1.6,223,1012.8,1012.8,170.6,1,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 11:20,31.2,76,29.3,81,25.7,35.7,1.0,1.8,211,1012.8,1012.8,172.4,1,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 11:25,31.5,75,29.4,81,25.8,36.1,2.0,2.0,237,1012.8,1012.8,52.5,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 11:30,31.8,74,29.4,81,25.8,36.1,1.5,1.9,237,1012.8,1012.8,677.4,6,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 11:35,31.9,75,29.4,81,25.8,36.1,1.0,1.6,218,1012.9,1012.9,1004.1,9,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 11:40,32.3,73,29.6,79,25.9,36.2,1.3,1.5,208,1012.6,1012.6,76.6,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 11:45,32.7,72,29.6,81,26.0,36.7,1.9,2.8,230,1012.2,1012.2,77.0,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 11:50,32.7,72,29.6,82,26.0,37.0,0.8,1.6,199,1012.4,1012.4,99.1,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 11:55,32.8,72,29.9,80,26.1,37.3,1.9,2.4,232,1012.2,1012.2,102.6,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 12:00,32.7,72,29.8,79,26.0,36.7,1.1,1.8,199,1012.1,1012.1,109.2,1,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 12:05,32.6,72,29.8,81,26.0,37.3,1.4,1.6,214,1012.2,1012.2,105.9,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 12:10,32.6,73,29.7,79,25.5,36.6,1.9,2.5,234,1011.9,1011.9,96.4,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 12:15,32.5,72,30.0,78,26.0,37.1,1.0,1.4,208,1012.0,1012.0,106.7,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 12:20,32.5,73,29.9,79,25.9,37.1,1.5,2.3,250,1011.7,1011.7,453.7,4,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 12:25,32.5,72,29.9,78,25.8,36.8,1.6,1.9,244,1011.7,1011.7,93.6,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 12:30,32.0,74,29.7,79,26.1,36.6,2.4,2.5,239,1011.5,1011.5,97.5,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 12:35,31.8,75,29.5,81,25.9,36.4,1.5,1.8,236,1011.5,1011.5,89.8,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 12:40,31.9,74,29.6,80,25.8,36.5,1.5,1.9,230,1011.3,1011.3,86.2,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 12:45,31.8,75,29.5,80,25.7,36.2,1.6,2.0,248,1011.6,1011.6,80.5,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 12:50,32.2,73,29.4,80,25.4,35.8,1.7,2.4,242,1011.5,1011.5,82.1,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 12:55,31.9,74,29.4,80,25.6,35.8,1.3,2.1,252,1011.2,1011.2,80.5,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 13:00,31.8,75,29.5,80,25.7,36.2,1.3,1.5,250,1011.3,1011.3,87.7,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 13:05,32.1,74,29.5,81,25.7,36.4,1.9,2.0,232,1011.1,1011.1,102.6,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 13:10,32.2,74,29.6,79,25.8,36.2,1.1,1.5,218,1011.1,1011.1,112.3,1,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 13:15,32.3,74,29.6,79,25.6,36.2,1.3,2.0,235,1010.8,1010.8,115.4,1,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 13:20,32.2,74,29.8,80,25.8,37.0,1.8,2.0,249,1010.9,1010.9,125.4,1,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 13:25,32.5,73,30.1,78,25.8,37.4,0.9,1.0,194,1010.8,1010.8,134.4,1,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 13:30,32.5,73,30.2,77,25.7,37.4,1.0,1.0,199,1010.8,1010.8,141.5,1,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 13:35,32.3,73,30.2,77,25.5,37.4,1.2,1.4,207,1010.9,1010.9,89.9,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 13:40,31.9,73,30.0,78,25.8,37.1,1.6,1.8,65,1010.8,1010.8,55.0,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 13:45,31.9,75,29.5,82,26.1,36.7,1.4,1.8,80,1010.9,1010.9,46.0,0,0.0,3.3,0.0,0.0,6.2,6.2
2024/5/12 13:50,31.2,78,29.3,83,26.1,36.2,0.6,0.9,3,1011.1,1011.1,47.1,0,0.2,3.5,0.2,0.2,6.4,6.4
2024/5/12 13:55,30.9,79,28.8,86,26.2,35.4,1.0,1.1,37,1011.0,1011.0,35.2,0,0.3,3.6,0.3,0.3,6.5,6.5
2024/5/12 14:00,30.0,82,28.2,89,26.0,34.3,1.6,2.5,38,1010.9,1010.9,30.2,0,0.4,3.7,0.4,0.4,6.6,6.6
2024/5/12 14:05,29.9,81,28.1,87,25.9,33.6,3.1,3.5,72,1011.0,1011.0,29.2,0,0.4,3.7,0.4,0.4,6.6,6.6
2024/5/12 14:10,29.9,82,27.8,89,26.2,32.9,4.0,5.3,66,1011.0,1011.0,29.5,0,0.5,3.8,0.5,0.5,6.7,6.7
2024/5/12 14:15,29.6,82,27.7,91,25.9,33.0,2.5,4.0,62,1011.1,1011.1,25.4,0,0.6,3.9,0.6,0.6,6.8,6.8
2024/5/12 14:20,29.1,81,27.4,87,24.9,31.4,3.1,3.9,52,1010.9,1010.9,20.6,0,0.6,3.9,0.6,0.6,6.8,6.8
2024/5/12 14:25,28.6,81,27.1,88,24.8,30.8,2.0,2.7,54,1010.8,1010.8,18.2,0,0.6,3.9,0.6,0.6,6.8,6.8
2024/5/12 14:30,28.3,83,27.2,89,25.4,31.2,8.1,8.5,63,1010.9,1010.9,14.4,0,0.7,4.0,0.7,0.7,6.9,6.9
2024/5/12 14:35,28.3,85,26.8,89,24.8,30.0,8.0,9.4,62,1011.0,1011.0,10.2,0,1.0,4.3,1.0,1.0,7.2,7.2
